,Price,Style,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Price Sqr Ft,Last Sold Year,Last Sold For,Last Tax Assestment,Address,City,State,Zipcode,Property Type,Address Full,Days On Trulia
1286,"$120,000",2 Beds / 2 Baths,990 sqft,-106.56066,35.09928,,2.0,2.0,,$121/sqft,,,," 1601 Pennsylvania St NE #T-8 Albuquerque, NM 87110 ",Albuquerque,NM,87110,,"1601 Pennsylvania St NE #T-8, Albuquerque, NM 87110",20.0
1287,"$7,400",2 Beds / 3 Baths,"2,415 sqft",-87.91859,43.07278,"2,701 sqft",2.0,3.0,1926.0,$3/sqft,2012.0,"$5,000","$28,400"," 2971 N 6th St Milwaukee, WI 53212 ",Milwaukee,WI,53212,,"2971 N 6th St, Milwaukee, WI 53212",41.0
1288,"$318,900",2 Beds / 3 Baths,"1,947 sqft",-96.83961,33.01063,3920 sqft,2.0,3.0,1995.0,$164/sqft,,,," 4158 Midrose Trl Dallas, TX 75287 ",Dallas,TX,75287,,"4158 Midrose Trl, Dallas, TX 75287",12.0
1289,"$549,000",5 Beds / 4 Baths,"3,210 sqft",-81.55801,28.43001,"7,440 sqft",5.0,4.0,2018.0,$171/sqft,2018.0,"$473,300","$70,000"," 9593 Royal Estates Blvd Orlando, FL 32836 ",Orlando,FL,32836,,"9593 Royal Estates Blvd, Orlando, FL 32836",
1290,"$180,000",3 Beds / 2 Baths,"1,356 sqft",-98.401085,29.28845,"5,053 sqft",3.0,2.0,2012.0,$133/sqft,,,," 4522 Wrangler Run San Antonio, TX 78223 ",San Antonio,TX,78223,,"4522 Wrangler Run, San Antonio, TX 78223",14.0
1291,"$650,000",4 Beds / 4 Baths,"4,558 sqft",-93.31457,45.117924,0.31 acres,4.0,4.0,1996.0,$143/sqft,1996.0,"$56,900","$504,800"," 9006 Telford Xing Brooklyn Park, MN 55443 ",Brooklyn Park,MN,55443,,"9006 Telford Xing, Brooklyn Park, MN 55443",8.0
1292,"$155,000",3 Beds / 1 Bath,"1,080 sqft",-75.16027,39.918747,750 sqft,3.0,1.0,1925.0,$144/sqft,2001.0,"$14,400",$0," 2424 S Franklin St Philadelphia, PA 19148 ",Philadelphia,PA,19148,,"2424 S Franklin St, Philadelphia, PA 19148",35.0
1293,"$249,999",4 Beds / 3 Baths,"1,788 sqft",-115.106186,36.274033,"3,485 sqft",4.0,3.0,2005.0,$140/sqft,2016.0,"$180,000","$79,062"," 6255 Copper Light St North Las Vegas, NV 89081 ",North Las Vegas,NV,89081,,"6255 Copper Light St, North Las Vegas, NV 89081",2.0
1294,"$1,985,000",6 Beds / 8 Baths,"6,450 sqft",-74.248474,40.50741,"9,888 sqft",6.0,8.0,1995.0,$308/sqft,1996.0,"$431,000","$66,096"," 26 Carteret St Staten Island, NY 10307 ",Staten Island,NY,10307,,"26 Carteret St, Staten Island, NY 10307",3.0
1295,"$225,000",3 Beds / 2 Baths,"1,553 sqft",-86.733055,33.522648,0.39 acres,3.0,2.0,1953.0,$145/sqft,2014.0,"$130,700","$20,800"," 220 Stacy St Birmingham, AL 35213 ",Birmingham,AL,35213,,"220 Stacy St, Birmingham, AL 35213",
1296,"$299,900",3 Beds / 3 Baths,"1,696 sqft",-104.705734,38.874683,"5,337 sqft",3.0,3.0,1994.0,$177/sqft,2013.0,"$185,000","$14,220"," 3080 Richmond Dr Colorado Springs, CO 80922 ",Colorado Springs,CO,80922,,"3080 Richmond Dr, Colorado Springs, CO 80922",36.0
1297,"$10,000",1 Bed / 1 Bath,672 sqft,-87.962715,43.12168,"6,316 sqft",1.0,1.0,1932.0,$15/sqft,2003.0,"$39,900","$33,500"," 4012 W Thurston Ave Milwaukee, WI 53209 ",Milwaukee,WI,53209,,"4012 W Thurston Ave, Milwaukee, WI 53209",42.0
1298,"$240,000",,"3,584 sqft",-83.06545,39.944366,0.27 acres,,,1927.0,$67/sqft,,,," 526 S Terrace Ave Columbus, OH 43204 ",Columbus,OH,43204,,"526 S Terrace Ave, Columbus, OH 43204",9.0
1299,"$455,920",4 Beds / 3.5 Baths,"2,407 sqft",-84.2657,33.8785,"2,178 sqft",4.0,3.5,,$189/sqft,,,"$50,000"," 3143 Quinn Pl Chamblee, GA 30341 ",Chamblee,GA,30341,,"3143 Quinn Pl, Chamblee, GA 30341",40.0
1300,"$210,000",3 Beds / 2 Baths,"1,775 sqft",-97.48268,32.665157,"9,701 sqft",3.0,2.0,1978.0,$118/sqft,,,," 121 Haywood Dr Benbrook, TX 76126 ",Benbrook,TX,76126,,"121 Haywood Dr, Benbrook, TX 76126",2.0
1301,"$267,900",3 Beds / 4 Baths,"2,142 sqft",-81.522606,30.261013,"2,698 sqft",3.0,4.0,2007.0,$125/sqft,2007.0,"$276,900","$202,047"," 4578 Capital Dome Dr Jacksonville, FL 32246 ",Jacksonville,FL,32246,,"4578 Capital Dome Dr, Jacksonville, FL 32246",25.0
1302,"$428,000",4 Beds / 4 Baths,"2,300 sqft",-87.66436,41.83285,,4.0,4.0,2018.0,$186/sqft,,,," 3346 S Justine St Chicago, IL 60608 ",Chicago,IL,60608,,"3346 S Justine St, Chicago, IL 60608",
1303,"$269,900",3 Beds / 3 Baths,"2,182 sqft",-80.77001,35.37706,"8,712 sqft",3.0,3.0,1992.0,$124/sqft,2019.0,"$246,972","$235,600"," 4135 Beauvista Dr Charlotte, NC 28269 ",Charlotte,NC,28269,,"4135 Beauvista Dr, Charlotte, NC 28269",
1304,"$49,900",,,-96.21634,41.293278,0.28 acres,,,,,,,," 3759 N 192nd Ave Elkhorn, NE 68022 ",Elkhorn,NE,68022,,"3759 N 192nd Ave, Elkhorn, NE 68022",180.0
1305,"$175,000",2 Beds / 2 Baths,"1,200 sqft",-93.20076,44.80767,,2.0,2.0,1994.0,$146/sqft,,,," 1947 N Ruby Ct Eagan, MN 55122 ",Eagan,MN,55122,,"1947 N Ruby Ct, Eagan, MN 55122",15.0
1306,"$37,000",3 Beds / 1 Bath,982 sqft,-83.07355,42.444275,"5,663 sqft",3.0,1.0,1949.0,$38/sqft,2009.0,"$7,001","$9,000"," 20212 Harned St Detroit, MI 48234 ",Detroit,MI,48234,,"20212 Harned St, Detroit, MI 48234",25.0
1307,"$225,000",3 Beds / 2 Baths,"1,544 sqft",-86.12577,39.843964,"5,458 sqft",3.0,2.0,1943.0,$146/sqft,,,," 5002 Caroline Ave Indianapolis, IN 46205 ",Indianapolis,IN,46205,,"5002 Caroline Ave, Indianapolis, IN 46205",
1308,"$150,000",3 Beds / 3 Baths,"1,576 sqft",-82.87534,39.89162,,3.0,3.0,2000.0,$95/sqft,2000.0,"$121,900","$33,080"," 4544 Whittington Dr Groveport, OH 43125 ",Groveport,OH,43125,,"4544 Whittington Dr, Groveport, OH 43125",34.0
1309,"$786,700",4 Beds / 4 Baths,"3,080 sqft",-75.22987,40.02781,871 sqft,4.0,4.0,2020.0,$255/sqft,,,," 1 Leverington Ave #108-D Philadelphia, PA 19127 ",Philadelphia,PA,19127,,"1 Leverington Ave #108-D, Philadelphia, PA 19127",9.0
1310,"$118,000",2 Beds / 1 Bath,806 sqft,-98.523964,29.400532,"6,534 sqft",2.0,1.0,1943.0,$146/sqft,,,," 617 Drake Ave San Antonio, TX 78204 ",San Antonio,TX,78204,,"617 Drake Ave, San Antonio, TX 78204",30.0
1311,"$449,900",3 Beds / 3 Baths,"2,054 sqft",-86.73092,36.20319,9648 sqft,3.0,3.0,,$219/sqft,,,," 1429 Huffine St #A Nashville, TN 37216 ",Nashville,TN,37216,,"1429 Huffine St #A, Nashville, TN 37216",27.0
1312,"$1,225,000",5 Beds / 5 Baths,"4,567 sqft",-84.33643,33.81943,0.50 acres,5.0,5.0,2018.0,$268/sqft,,,," 1303 Citadel Dr NE Atlanta, GA 30324 ",Atlanta,GA,30324,,"1303 Citadel Dr NE, Atlanta, GA 30324",2.0
1313,"$699,000",3 Beds / 4 Baths,"1,500 sqft",-73.902306,40.647423,"3,280 sqft",3.0,4.0,1930.0,$466/sqft,2019.0,"$384,000","$24,168"," 9818 Farragut Rd Brooklyn, NY 11236 ",Brooklyn,NY,11236,,"9818 Farragut Rd, Brooklyn, NY 11236",13.0
1314,"$380,000",2 Beds / 1 Bath,790 sqft,-84.34954,33.753887,"7,000 sqft",2.0,1.0,1925.0,$481/sqft,2019.0,"$300,000","$88,200"," 14 Moreland Ave NE Atlanta, GA 30307 ",Atlanta,GA,30307,,"14 Moreland Ave NE, Atlanta, GA 30307",8.0
1315,"$504,990",3 Beds / 4 Baths,"1,825 sqft",-81.375854,28.551619,"2,785 sqft",3.0,4.0,2019.0,$277/sqft,,,"$52,170"," 119 E Concord St #10 Orlando, FL 32801 ",Orlando,FL,32801,,"119 E Concord St #10, Orlando, FL 32801",
1316,"$329,000",4 Beds / 3 Baths,"2,516 sqft",-81.168304,28.530785,"9,800 sqft",4.0,3.0,2000.0,$131/sqft,2000.0,"$210,500","$275,233"," 14633 Riviera Pointe Dr Orlando, FL 32828 ",Orlando,FL,32828,,"14633 Riviera Pointe Dr, Orlando, FL 32828",
1317,"$860,000",4 Beds / 3 Baths,"3,833 sqft",-122.65238,45.52115,2178 sqft,4.0,3.0,1906.0,$224/sqft,,,," 216 SE 13th Ave Portland, OR 97214 ",Portland,OR,97214,,"216 SE 13th Ave, Portland, OR 97214",16.0
1318,"$49,900",2 Beds / 1 Bath,714 sqft,-85.762024,38.1997,"2,552 sqft",2.0,1.0,1948.0,$70/sqft,2007.0,"$60,050","$51,620"," 105 W Garrett St Louisville, KY 40214 ",Louisville,KY,40214,,"105 W Garrett St, Louisville, KY 40214",42.0
1319,"$129,900",4 Beds / 1 Bath,"1,478 sqft",-84.38141,39.156975,"5,097 sqft",4.0,1.0,1914.0,$88/sqft,2010.0,"$81,500","$27,307"," 4815 Plainville Rd Cincinnati, OH 45227 ",Cincinnati,OH,45227,,"4815 Plainville Rd, Cincinnati, OH 45227",12.0
1320,"$3,496,990+",3 Beds / 3 Baths,"2,266 sqft",-93.198006,45.205498,,3.0,3.0,2016.0,"$1,543/sqft",,,," Foster II Plan in Springbrook by Capstone Homes Blaine, MN 55449 ",Blaine,MN,55449,,"Foster II Plan in Springbrook, Blaine, MN 55449",13.0
1321,"$599,900",3 Beds / 2 Baths,"1,625 sqft",-118.4354,34.31777,0.27 acres,3.0,2.0,1985.0,$369/sqft,,,"$244,826"," 13841 Paddock St Sylmar, CA 91342 ",Sylmar,CA,91342,,"13841 Paddock St, Sylmar, CA 91342",7.0
1322,"$244,500",3 Beds / 2 Baths,"1,388 sqft",-96.67026,33.039757,9147 sqft,3.0,2.0,1981.0,$176/sqft,,,," 3121 Royal Oaks Dr Plano, TX 75074 ",Plano,TX,75074,,"3121 Royal Oaks Dr, Plano, TX 75074",18.0
1323,"$429,900",1 Bed / 2 Baths,"1,116 sqft",-105.022675,39.754467,,1.0,2.0,2019.0,$385/sqft,,,," 2820 W 26th Ave #103 Denver, CO 80211 ",Denver,CO,80211,,"2820 W 26th Ave #103, Denver, CO 80211",42.0
1324,"$171,450",4 Beds / 3 Baths,"1,917 sqft",-106.27708,31.647367,8276 sqft,4.0,3.0,2020.0,$89/sqft,,,," 11624 Flor Galatea Way Socorro, TX 79927 ",Socorro,TX,79927,,"11624 Flor Galatea Way, Socorro, TX 79927",6.0
1325,"$269,000",3 Beds / 2 Baths,"1,184 sqft",-149.75082,61.22389,"9,317 sqft",3.0,2.0,1999.0,$227/sqft,,,," 6953 Gold Kings Ave Anchorage, AK 99504 ",Anchorage,AK,99504,,"6953 Gold Kings Ave, Anchorage, AK 99504",2.0
1326,"$35,000",4 Beds / 2 Baths,"2,278 sqft",-90.04004,35.059822,"10,759 sqft",4.0,2.0,1970.0,$15/sqft,,,"$6,850"," 3251 Brakebill Cv Memphis, TN 38116 ",Memphis,TN,38116,,"3251 Brakebill Cv, Memphis, TN 38116",34.0
1327,"$175,000",3 Beds / 2 Baths,"1,989 sqft",-106.25113,31.785929,"5,950 sqft",3.0,2.0,2004.0,$88/sqft,,,," 3000 Tierra Cuervo Dr El Paso, TX 79938 ",El Paso,TX,79938,,"3000 Tierra Cuervo Dr, El Paso, TX 79938",29.0
1328,"$138,000",4 Beds / 2 Baths,"1,200 sqft",-87.64973,41.68279,"3,750 sqft",4.0,2.0,1965.0,$115/sqft,2017.0,"$123,000","$8,325"," 11610 S Aberdeen St Chicago, IL 60643 ",Chicago,IL,60643,,"11610 S Aberdeen St, Chicago, IL 60643",
1329,"$245,900",3 Beds / 2 Baths,"1,952 sqft",-95.67546,29.902584,"6,355 sqft",3.0,2.0,1994.0,$126/sqft,,,," 17222 Sandestine Dr Houston, TX 77095 ",Houston,TX,77095,,"17222 Sandestine Dr, Houston, TX 77095",6.0
1330,"$649,900",5 Beds / 5 Baths,"3,560 sqft",-78.74212,35.82302,0.76 acres,5.0,5.0,2015.0,$183/sqft,2016.0,"$607,000","$522,055"," 3125 Umstead View Dr Raleigh, NC 27607 ",Raleigh,NC,27607,,"3125 Umstead View Dr, Raleigh, NC 27607",
1331,"$284,900",4 Beds / 2 Baths,"1,647 sqft",-76.21035,36.694553,0.42 acres,4.0,2.0,1986.0,$173/sqft,2019.0,"$265,738","$281,900"," 528 Aylesbury Dr Chesapeake, VA 23322 ",Chesapeake,VA,23322,,"528 Aylesbury Dr, Chesapeake, VA 23322",2.0
1332,"$110,000",2 Beds / 2 Baths,"1,603 sqft",-87.637985,41.695305,"5,519 sqft",2.0,2.0,1956.0,$69/sqft,,,"$12,903"," 10922 S Wallace St #1 Chicago, IL 60628 ",Chicago,IL,60628,,"10922 S Wallace St #1, Chicago, IL 60628",42.0
1333,"$130,000",2 Beds / 2 Baths,"1,286 sqft",-98.5146,29.454132,"7,492 sqft",2.0,2.0,1925.0,$101/sqft,,,," 1215 W Mistletoe Ave San Antonio, TX 78201 ",San Antonio,TX,78201,,"1215 W Mistletoe Ave, San Antonio, TX 78201",31.0
1334,"$339,900",3 Beds / 2 Baths,"1,652 sqft",-93.3678,44.945793,"6,534 sqft",3.0,2.0,1947.0,$206/sqft,2017.0,"$288,500","$260,400"," 3201 Jersey Ave S Saint Louis Park, MN 55426 ",Saint Louis Park,MN,55426,,"3201 Jersey Ave S, Saint Louis Park, MN 55426",56.0
1335,"$365,000",3 Beds / 3 Baths,"1,922 sqft",-76.302086,36.900715,"5,000 sqft",3.0,3.0,1922.0,$190/sqft,,,"$223,000"," 1142 Lexan Ave Norfolk, VA 23508 ",Norfolk,VA,23508,,"1142 Lexan Ave, Norfolk, VA 23508",24.0
1336,"$134,336",3 Beds / 2 Baths,"1,080 sqft",-106.74952,35.054745,"7,492 sqft",3.0,2.0,1960.0,,,,," 10514 Jenaro St SW Albuquerque, NM 87121 ",Albuquerque,NM,87121,,"10514 Jenaro St SW, Albuquerque, NM 87121",7.0
1337,"$784,990",4 Beds,"2,018 sqft",-73.85608,40.704567,"2,800 sqft",4.0,,1920.0,$312/sqft,1995.0,"$185,000","$30,655"," 8137 Woodhaven Blvd Glendale, NY 11385 ",Glendale,NY,11385,,"8137 Woodhaven Blvd, Glendale, NY 11385",19.0
1338,"$280,000",,,-97.356445,32.714954,,,,,,,,," 2524 Lubbock Ave #7 Fort Worth, TX 76109 ",Fort Worth,TX,76109,,"2524 Lubbock Ave #7, Fort Worth, TX 76109",42.0
1339,"$219,900",3 Beds / 2 Baths,"1,998 sqft",-97.09867,32.701694,"5,998 sqft",3.0,2.0,1977.0,$110/sqft,,,," 2608 E Williamsburg Mnr Arlington, TX 76014 ",Arlington,TX,76014,,"2608 E Williamsburg Mnr, Arlington, TX 76014",29.0
1340,"$825,000",2 Beds / 1 Bath,900 sqft,-73.960526,40.768166,"7,266 sqft",2.0,1.0,1957.0,$917/sqft,,,"$8,076,150"," 233 E 70th St #3S New York, NY 10021 ",New York,NY,10021,,"233 E 70th St #3S, New York, NY 10021",36.0
1341,"$340,000",2 Beds / 1 Bath,"1,232 sqft",-122.56259,45.55838,"5,091 sqft",2.0,1.0,1926.0,$276/sqft,2019.0,"$210,000","$89,610"," 4824 NE 97th Ave Portland, OR 97220 ",Portland,OR,97220,,"4824 NE 97th Ave, Portland, OR 97220",2.0
1342,"$185,000",4 Beds / 3 Baths,"2,788 sqft",-86.27611,39.792065,"9,104 sqft",4.0,3.0,1992.0,$66/sqft,,,," 1917 Pamona Dr Indianapolis, IN 46214 ",Indianapolis,IN,46214,,"1917 Pamona Dr, Indianapolis, IN 46214",2.0
1343,"$450,000",2 Beds / 2 Baths,"1,471 sqft",-117.09495,32.796677,2.31 acres,2.0,2.0,1980.0,$306/sqft,2014.0,"$336,000","$369,231"," 6780 Mission Gorge Rd #19 San Diego, CA 92120 ",San Diego,CA,92120,,"6780 Mission Gorge Rd #19, San Diego, CA 92120",
1344,"$239,000",4 Beds / 1 Bath,"1,966 sqft",-117.42366,47.708393,"6,200 sqft",4.0,1.0,1917.0,$122/sqft,2018.0,"$142,780","$136,300"," 5511 N Post St Spokane, WA 99205 ",Spokane,WA,99205,,"5511 N Post St, Spokane, WA 99205",35.0
1345,"$224,653",3 Beds / 2 Baths,"1,610 sqft",-95.49632,29.959301,"5,358 sqft",3.0,2.0,2020.0,$140/sqft,,,," 5139 Azalea Trace Dr Houston, TX 77066 ",Houston,TX,77066,,"5139 Azalea Trace Dr, Houston, TX 77066",3.0
1346,"$155,950",3 Beds / 3 Baths,"1,650 sqft",-106.27708,31.647367,5662 sqft,3.0,3.0,2020.0,$95/sqft,,,," 11588 Flor Sereno Pl Socorro, TX 79927 ",Socorro,TX,79927,,"11588 Flor Sereno Pl, Socorro, TX 79927",5.0
1347,"$169,900",2 Beds / 2 Baths,"1,171 sqft",-80.852295,35.02786,46.65 acres,2.0,2.0,2004.0,$145/sqft,2006.0,"$124,500","$140,100"," 11929 Ridgeway Park Dr Charlotte, NC 28277 ",Charlotte,NC,28277,,"11929 Ridgeway Park Dr, Charlotte, NC 28277",2.0
1348,"$220,000",3 Beds / 2 Baths,"1,642 sqft",-76.55521,39.35301,"9,945 sqft",3.0,2.0,1924.0,$134/sqft,2009.0,"$174,200","$149,233"," 3200 White Ave Baltimore, MD 21214 ",Baltimore,MD,21214,,"3200 White Ave, Baltimore, MD 21214",
1349,"$439,950",4 Beds / 3 Baths,"2,880 sqft",-77.603134,37.481026,0.28 acres,4.0,3.0,2017.0,$153/sqft,2017.0,"$394,365","$386,400"," 707 Bella Way North Chesterfield, VA 23236 ",North Chesterfield,VA,23236,,"707 Bella Way, North Chesterfield, VA 23236",7.0
1350,"$99,900",1 Bed / 1 Bath,819 sqft,-96.77478,32.88679,,1.0,1.0,1963.0,$122/sqft,,,," 7711 Meadow Rd #127 Dallas, TX 75230 ",Dallas,TX,75230,,"7711 Meadow Rd #127, Dallas, TX 75230",26.0
1351,"$219,900",3 Beds / 2 Baths,"1,509 sqft",-98.44272,29.569206,"8,364 sqft",3.0,2.0,1979.0,$146/sqft,,,," 2915 Abercorn Dr San Antonio, TX 78247 ",San Antonio,TX,78247,,"2915 Abercorn Dr, San Antonio, TX 78247",
1352,"$176,805",3 Beds / 2 Baths,,-90.09339,35.001453,,3.0,2.0,2019.0,,,,," 5351 Crossfield Rd Memphis, TN 38109 ",Memphis,TN,38109,,"5351 Crossfield Rd, Memphis, TN 38109",35.0
1353,"$160,000",,,-86.64682,36.177578,"10,080 sqft",,,,,,,"$10,000"," 424 Wellington Sq Nashville, TN 37214 ",Nashville,TN,37214,,"424 Wellington Sq, Nashville, TN 37214",28.0
1354,"$220,000",3 Beds / 2 Baths,"1,334 sqft",-96.64162,32.88211,"10,875 sqft",3.0,2.0,1955.0,$165/sqft,,,," 821 Parkmont Dr Garland, TX 75041 ",Garland,TX,75041,,"821 Parkmont Dr, Garland, TX 75041",27.0
1355,"$214,900",3 Beds / 2 Baths,"1,414 sqft",-93.00958,44.980885,"7,536 sqft",3.0,2.0,1958.0,$152/sqft,2015.0,"$150,400","$194,800"," 2150 Ivy Ave E Saint Paul, MN 55119 ",Saint Paul,MN,55119,,"2150 Ivy Ave E, Saint Paul, MN 55119",2.0
1356,"$514,000",3 Beds / 2 Baths,"1,800 sqft",-87.66501,41.95462,"6,384 sqft",3.0,2.0,2000.0,$286/sqft,2006.0,"$485,000","$41,766"," 1416 W Irving Park Rd #3W Chicago, IL 60613 ",Chicago,IL,60613,,"1416 W Irving Park Rd #3W, Chicago, IL 60613",
1357,"$245,000",3 Beds / 2 Baths,"1,724 sqft",-98.74214,29.510645,"4,443 sqft",3.0,2.0,2012.0,$142/sqft,,,," 7631 Ruger Rnch San Antonio, TX 78254 ",San Antonio,TX,78254,,"7631 Ruger Rnch, San Antonio, TX 78254",3.0
1358,"$230,000",2 Beds / 2 Baths,"1,379 sqft",-115.07382,36.05913,"4,739 sqft",2.0,2.0,1997.0,$167/sqft,2008.0,"$131,750","$56,039"," 2050 W Warm Springs Rd #3122 Henderson, NV 89014 ",Henderson,NV,89014,,"2050 W Warm Springs Rd #3122, Henderson, NV 89014",26.0
1359,"$115,000",3 Beds / 2 Baths,"1,294 sqft",-97.64407,35.475212,"7,013 sqft",3.0,2.0,1970.0,$89/sqft,2013.0,"$87,000","$12,006"," 7448 NW 7th St Oklahoma City, OK 73127 ",Oklahoma City,OK,73127,,"7448 NW 7th St, Oklahoma City, OK 73127",
1360,"$209,900",3 Beds / 2 Baths,"1,607 sqft",-97.3694,27.646223,"3,598 sqft",3.0,2.0,2016.0,$131/sqft,,,," 7218 Vanessa Dr Corpus Christi, TX 78414 ",Corpus Christi,TX,78414,,"7218 Vanessa Dr, Corpus Christi, TX 78414",35.0
1361,"$159,900",2 Beds / 1.5 Baths,"1,171 sqft",-82.43923,28.008688,0.66 acres,2.0,1.5,1946.0,$137/sqft,2002.0,"$76,000","$166,447"," 1807 Hillside Dr Tampa, FL 33610 ",Tampa,FL,33610,,"1807 Hillside Dr, Tampa, FL 33610",43.0
1362,"$229,990",4 Beds / 2 Baths,"1,775 sqft",-96.60076,32.846733,,4.0,2.0,,$130/sqft,,,," 3013 Saddleback Rd Forney, TX 75126 ",Forney,TX,75126,,"3013 Saddleback Rd, Forney, TX 75126",29.0
1363,Contact For Estimate,,"1,452 sqft",-83.19578,42.443428,"6,970 sqft",,1.0,1952.0,,,,"$24,600"," 20457 Basil St Detroit, MI 48235 ",Detroit,MI,48235,,"20457 Basil St, Detroit, MI 48235",13.0
1364,"$249,000",4 Beds / 3 Baths,"2,500 sqft",-82.51608,27.978685,"7,152 sqft",4.0,3.0,1993.0,$100/sqft,,,"$87,420"," 4212 N Hubert Ave Tampa, FL 33614 ",Tampa,FL,33614,,"4212 N Hubert Ave, Tampa, FL 33614",34.0
1365,"$299,900",4 Beds / 2 Baths,"2,277 sqft",-95.14391,29.593958,"7,296 sqft",4.0,2.0,1996.0,$132/sqft,,,," 2307 Fern Grove Ln Houston, TX 77059 ",Houston,TX,77059,,"2307 Fern Grove Ln, Houston, TX 77059",2.0
1366,"$249,900+",3 Beds / 2.5 Baths,"2,984 sqft",-80.34579,36.155846,0.31 acres,3.0,2.5,,$84/sqft,,,," The Riley Plan in Bay Creek by True Homes Winston Salem, NC 27106 ",Winston Salem,NC,27106,,"The Riley Plan in Bay Creek, Winston Salem, NC 27106",13.0
1367,"$929,000",4 Beds / 4 Baths,"2,944 sqft",-84.413826,33.87136,1.28 acres,4.0,4.0,1959.0,$316/sqft,,,," 4270 Wickersham Dr NW #H Atlanta, GA 30327 ",Atlanta,GA,30327,,"4270 Wickersham Dr NW #H, Atlanta, GA 30327",7.0
1368,"$47,500",3 Beds / 1 Bath,"1,034 sqft",-82.95655,42.445873,"6,098 sqft",3.0,1.0,1948.0,$46/sqft,,,"$8,900"," 15895 Eastburn St Detroit, MI 48205 ",Detroit,MI,48205,,"15895 Eastburn St, Detroit, MI 48205",19.0
1369,"$24,900",3 Beds / 1 Bath,,-76.64711,39.28446,"3,193 sqft",3.0,1.0,1920.0,,,,"$15,000"," 1906 McHenry St Baltimore, MD 21223 ",Baltimore,MD,21223,,"1906 McHenry St, Baltimore, MD 21223",
1370,"$119,997",,,-111.77803,33.742054,1.00 acres,,,,,,,," E Desert Vista Trl Scottsdale, AZ 85262 ",Scottsdale,AZ,85262,,"E Desert Vista Trl, Scottsdale, AZ 85262",26.0
1371,"$315,000",5 Beds / 3 Baths,"2,839 sqft",-98.64783,29.676085,"6,665 sqft",5.0,3.0,2010.0,$111/sqft,,,," 25059 Buttermilk Ln San Antonio, TX 78255 ",San Antonio,TX,78255,,"25059 Buttermilk Ln, San Antonio, TX 78255",
1372,"$254,767",4 Beds / 3 Baths,"2,601 sqft",-98.71573,29.347076,,4.0,3.0,2020.0,$98/sqft,,,," 7427 Balmorhea San Antonio, TX 78252 ",San Antonio,TX,78252,,"7427 Balmorhea, San Antonio, TX 78252",
1373,"$104,999",3 Beds / 1 Bath,882 sqft,-149.79726,61.204144,,3.0,1.0,1974.0,$119/sqft,,,," 4542 Reka Dr Anchorage, AK 99508 ",Anchorage,AK,99508,,"4542 Reka Dr, Anchorage, AK 99508",12.0
1374,"$550,000",3 Beds / 4 Baths,"2,462 sqft",-83.01931,39.982193,,3.0,4.0,2007.0,$223/sqft,2007.0,"$414,900","$160,910"," 1063 Perry St Columbus, OH 43201 ",Columbus,OH,43201,,"1063 Perry St, Columbus, OH 43201",35.0
1375,"$80,000",3 Beds / 2 Baths,"1,064 sqft",-81.52563,41.52864,"8,265 sqft",3.0,2.0,1963.0,$75/sqft,,,"$30,840"," 1148 Dennis Cir South Euclid, OH 44121 ",South Euclid,OH,44121,,"1148 Dennis Cir, South Euclid, OH 44121",3.0
1376,"$239,900",4 Beds / 2 Baths,"1,450 sqft",-82.57317,28.033562,"7,920 sqft",4.0,2.0,1972.0,$165/sqft,2017.0,"$138,000","$123,579"," 8302 Galewood Cir Tampa, FL 33615 ",Tampa,FL,33615,,"8302 Galewood Cir, Tampa, FL 33615",
1377,"$99,900",2 Beds / 1 Bath,840 sqft,-96.65058,40.75159,"2,178 sqft",2.0,1.0,1979.0,$119/sqft,2015.0,"$69,000","$70,200"," 5030 Prince Rd #3 Lincoln, NE 68516 ",Lincoln,NE,68516,,"5030 Prince Rd #3, Lincoln, NE 68516",13.0
1378,"$380,000",3 Beds / 3 Baths,"1,981 sqft",-115.06344,36.059772,"7,841 sqft",3.0,3.0,1989.0,$192/sqft,2016.0,"$284,000","$82,782"," 1738 Bluffs Dr Henderson, NV 89014 ",Henderson,NV,89014,,"1738 Bluffs Dr, Henderson, NV 89014",5.0
1379,"$795,000",,,-112.17777,33.56733,1.92 acres,,,,,,,," NW Mercer Lane & 59th Ave #G Glendale, AZ 85302 ",Glendale,AZ,85302,,"NW Mercer Lane & 59th Ave #G, Glendale, AZ 85302",26.0
1380,"$464,950+",3 Beds / 2.5 Baths,"1,736 sqft",-105.13033,39.77977,,3.0,2.5,,$268/sqft,,,," The Coventry Plan in CLEAR CREEK TERRACE AT PROSPECT LAKE by Terrace Townhomes Wheat Ridge, CO 80033 ",Wheat Ridge,CO,80033,,"The Coventry Plan in CLEAR CREEK TERRACE AT PROSPECT LAKE, Wheat Ridge, CO 80033",42.0
1381,"$89,000",3 Beds / 2 Baths,"1,644 sqft",-81.58489,41.475845,"7,800 sqft",3.0,2.0,1962.0,$54/sqft,2017.0,"$70,000","$37,910"," 3072 Keswick Rd Cleveland, OH 44120 ",Cleveland,OH,44120,,"3072 Keswick Rd, Cleveland, OH 44120",40.0
1382,"$393,970",3 Beds / 3 Baths,"1,841 sqft",-98.03693,30.329216,4800 sqft,3.0,3.0,2020.0,$214/sqft,,,," 6908 Llano Stage Trl Austin, TX 78738 ",Austin,TX,78738,,"6908 Llano Stage Trl, Austin, TX 78738",
